date,close
2024-07-22,3.36
2024-07-23,3.29
2024-07-24,3.268
2024-07-25,3.248
2024-07-26,3.263
2024-07-29,3.243
2024-07-30,3.22
2024-07-31,3.297
2024-08-01,3.272
2024-08-02,3.236
2024-08-05,3.197
2024-08-06,3.197
2024-08-07,3.19
2024-08-08,3.194
2024-08-09,3.182
2024-08-12,3.178
2024-08-13,3.183
2024-08-14,3.159
2024-08-15,3.197
2024-08-16,3.199
2024-08-19,3.208
2024-08-20,3.192
2024-08-21,3.177
2024-08-22,3.168
2024-08-23,3.182
2024-08-26,3.183
2024-08-27,3.166
2024-08-28,3.146
2024-08-29,3.136
2024-08-30,3.181
2024-09-02,3.121
2024-09-03,3.133
2024-09-04,3.112
2024-09-05,3.119
2024-09-06,3.091
2024-09-09,3.05
2024-09-10,3.05
2024-09-11,3.043
2024-09-12,3.032
2024-09-13,3.017
2024-09-18,3.027
2024-09-19,3.054
2024-09-20,3.063
2024-09-23,3.072
2024-09-24,3.216
2024-09-25,3.263
2024-09-26,3.429
2024-09-27,3.658
2024-09-30,4.022
2024-10-08,4.201
2024-10-09,3.811
2024-10-10,3.875
2024-10-11,3.766
2024-10-14,3.829
2024-10-15,3.72
2024-10-16,3.695
2024-10-17,3.652
2024-10-18,3.805
2024-10-21,3.805
2024-10-22,3.829
2024-10-23,3.844
2024-10-24,3.8
2024-10-25,3.829
2024-10-28,3.835
2024-10-29,3.802
2024-10-30,3.76
2024-10-31,3.76
2024-11-01,3.768
2024-11-04,3.821
2024-11-05,3.926
2024-11-06,3.9
2024-11-07,4.037
2024-11-08,3.983
2024-11-11,4.004
2024-11-12,3.958
2024-11-13,3.984
2024-11-14,3.913
2024-11-15,3.844
2024-11-18,3.827
2024-11-19,3.847
2024-11-20,3.857
2024-11-21,3.862
2024-11-22,3.742
2024-11-25,3.72
2024-11-26,3.712
2024-11-27,3.776
2024-11-28,3.747
2024-11-29,3.79
2024-12-02,3.82
2024-12-03,3.824
2024-12-04,3.803
2024-12-05,3.796
2024-12-06,3.846
2024-12-09,3.843
2024-12-10,3.874
2024-12-11,3.864
2024-12-12,3.906
2024-12-13,3.809
2024-12-16,3.785
2024-12-17,3.796
2024-12-18,3.813
2024-12-19,3.819
2024-12-20,3.807
2024-12-23,3.811
2024-12-24,3.858
2024-12-25,3.861
2024-12-26,3.862
2024-12-27,3.856
2024-12-30,3.875
2024-12-31,3.811
2025-01-02,3.698
2025-01-03,3.658
2025-01-06,3.642
2025-01-07,3.669
2025-01-08,3.663
2025-01-09,3.655
2025-01-10,3.612
2025-01-13,3.597
2025-01-14,3.695
2025-01-15,3.672
2025-01-16,3.674
2025-01-17,3.687
2025-01-20,3.706
2025-01-21,3.711
2025-01-22,3.675
2025-01-23,3.686
2025-01-24,3.718
2025-01-27,3.696
2025-02-05,3.676
2025-02-06,3.721
2025-02-07,3.777
2025-02-10,3.781
2025-02-11,3.765
2025-02-12,3.803
2025-02-13,3.793
2025-02-14,3.823
2025-02-17,3.83
2025-02-18,3.801
2025-02-19,3.822
2025-02-20,3.81
2025-02-21,3.864
2025-02-24,3.851
2025-02-25,3.81
2025-02-26,3.843
2025-02-27,3.856
2025-02-28,3.783
2025-03-03,3.77
2025-03-04,3.766
2025-03-05,3.783
2025-03-06,3.838
2025-03-07,3.828
2025-03-10,3.812
2025-03-11,3.824
2025-03-12,3.814
2025-03-13,3.794
2025-03-14,3.895
2025-03-17,3.883
2025-03-18,3.892
2025-03-19,3.898
2025-03-20,3.865
2025-03-21,3.799
2025-03-24,3.816
2025-03-25,3.818
2025-03-26,3.802
2025-03-27,3.816
2025-03-28,3.797
2025-03-31,3.773
2025-04-01,3.771
2025-04-02,3.768
2025-04-03,3.748
2025-04-07,3.484
2025-04-08,3.519
2025-04-09,3.555
2025-04-10,3.618
2025-04-11,3.629
2025-04-14,3.637
2025-04-15,3.64
2025-04-16,3.649
2025-04-17,3.652
2025-04-18,3.662
2025-04-21,3.664
2025-04-22,3.667
2025-04-23,3.671
2025-04-24,3.671
2025-04-25,3.671
2025-04-28,3.665
2025-04-29,3.658
2025-04-30,3.655
2025-05-06,3.692
2025-05-07,3.716
2025-05-08,3.739
2025-05-09,3.734
2025-05-12,3.779
2025-05-13,3.783
2025-05-14,3.834
2025-05-15,3.8
2025-05-16,3.778
2025-05-19,3.772
2025-05-20,3.792
2025-05-21,3.808
2025-05-22,3.806
2025-05-23,3.777
2025-05-26,3.756
2025-05-27,3.735
2025-05-28,3.731
2025-05-29,3.755
2025-05-30,3.748
2025-06-03,3.746
2025-06-04,3.763
2025-06-05,3.773
2025-06-06,3.775
2025-06-09,3.784
2025-06-10,3.761
2025-06-11,3.793
2025-06-12,3.795
2025-06-13,3.769
2025-06-16,3.779
2025-06-17,3.778
2025-06-18,3.781
2025-06-19,3.75
2025-06-20,3.755
2025-06-23,3.768
2025-06-24,3.813
2025-06-25,3.878
2025-06-26,3.863
2025-06-27,3.84
2025-06-30,3.859
2025-07-01,3.865
2025-07-02,3.869
2025-07-03,3.892
2025-07-04,3.909
2025-07-07,3.891
2025-07-08,3.925
2025-07-09,3.922
2025-07-10,3.942
2025-07-11,3.956
2025-07-14,3.955
2025-07-15,3.955
2025-07-16,3.946
2025-07-17,3.979
2025-07-18,4.009
2025-07-21,4.034
2025-07-22,4.078
2025-07-23,4.076
2025-07-24,4.102
2025-07-25,4.08
2025-07-28,4.091
2025-07-29,4.112
2025-07-30,4.109
2025-07-31,4.032
2025-08-01,4.01
2025-08-04,4.029
2025-08-05,4.06
2025-08-06,4.071
2025-08-07,4.07
2025-08-08,4.06
2025-08-11,4.079
2025-08-12,4.105
2025-08-13,4.14
2025-08-14,4.133
2025-08-15,4.172
2025-08-18,4.204
2025-08-19,4.182
2025-08-20,4.241
2025-08-21,4.255
2025-08-22,4.356
2025-08-25,4.442
2025-08-26,4.418
2025-08-27,4.352
2025-08-28,4.436
2025-08-29,4.478
2025-09-01,4.493
2025-09-02,4.467
2025-09-03,4.426
2025-09-04,4.333
2025-09-05,4.431
2025-09-08,4.432
2025-09-09,4.405
2025-09-10,4.415
2025-09-11,4.537
2025-09-12,4.498
2025-09-15,4.506
2025-09-16,4.497
2025-09-17,4.53
2025-09-18,4.471
2025-09-19,4.481
2025-09-22,4.496
2025-09-23,4.499
2025-09-24,4.54
2025-09-25,4.572
2025-09-26,4.528
2025-09-29,4.605
2025-09-30,4.618
2025-10-09,4.693
2025-10-10,4.596
2025-10-13,4.569
2025-10-14,4.522
2025-10-15,4.583
2025-10-16,4.598
2025-10-17,4.501
2025-10-20,4.517
2025-10-21,4.587
2025-10-22,4.572
2025-10-23,4.59
2025-10-24,4.647
2025-10-27,4.703
2025-10-28,4.679
2025-10-29,4.739
2025-10-30,4.7
2025-10-31,4.633
2025-11-03,4.64
2025-11-04,4.606
2025-11-05,4.612
2025-11-06,4.682
2025-11-07,4.672
2025-11-10,4.684
2025-11-11,4.64
2025-11-12,4.642
2025-11-13,4.689
2025-11-14,4.618
2025-11-17,4.587
2025-11-18,4.56
2025-11-19,4.574
2025-11-20,4.553
2025-11-21,4.441
2025-11-24,4.434
2025-11-25,4.474
